variables,units,values,description
floatingse.member0.env.waveLoads.p,N/m**2,[210250.67487282 176646.42066962      0.              0.        ],
floatingse.beta_wave,deg,[0.],
floatingse.mu_water,kg/m/s,[0.0013351],
floatingse.cm,,[0.],
floatingse.member0.env.distLoads.windLoads_Px,N/m,[   0.            0.         1005.47681159  959.77401661],
floatingse.member0.env.distLoads.windLoads_Py,N/m,[0. 0. 0. 0.],
floatingse.member0.env.distLoads.windLoads_Pz,N/m,[0. 0. 0. 0.],
floatingse.member0.env.distLoads.windLoads_qdyn,N/m**2,[  0.           0.         135.96968203 136.97858954],
floatingse.member0.env.distLoads.windLoads_z,m,[-20.    -16.5    14.545  15.   ],
floatingse.member0.env.distLoads.windLoads_beta,deg,[0.],
floatingse.member0.env.distLoads.waveLoads_Px,N/m,[1407.08026745 1951.95945049    0.            0.        ],
floatingse.member0.env.distLoads.waveLoads_Py,N/m,[0. 0. 0. 0.],
floatingse.member0.env.distLoads.waveLoads_Pz,N/m,[0. 0. 0. 0.],
floatingse.member0.env.distLoads.waveLoads_qdyn,N/m**2,[210441.34244297 176907.83210578      0.              0.        ],
floatingse.member0.env.distLoads.waveLoads_z,m,[-20.    -16.5    14.545  15.   ],
floatingse.member0.env.distLoads.waveLoads_beta,deg,[0.],
floatingse.member0.yaw,deg,[0.],
floatingse.member0.g2e.Px_global,N/m,[1407.08026745 1951.95945049 1005.47681159  959.77401661],
floatingse.member0.g2e.Py_global,N/m,[0. 0. 0. 0.],
floatingse.member0.g2e.Pz_global,N/m,[0. 0. 0. 0.],
floatingse.member0.g2e.qdyn_global,Pa,[2.10441342e+05 1.76907832e+05 1.35969682e+02 1.36978590e+02],
floatingse.member1.s,,[0.     0.05   0.1    0.1714 0.5    0.987  1.    ],
floatingse.member1.joint1,m,[-5.26684362e+01  1.89068785e-07 -2.00000000e+01],
floatingse.member1.joint2,m,[-5.26684362e+01  1.89068785e-07  1.50000000e+01],
floatingse.member1.layer_thickness,m,"[[0.04554698 0.04554698 0.06669884 0.06669884 0.06669884 0.06669884
  0.06669884]]",
floatingse.member1.outer_diameter_in,m,"[12.778314   12.778314   12.778314   12.778314   12.778314   12.778314
 12.54090055]",
floatingse.member1.outfitting_factor_in,,[1.],
floatingse.member1.layer_materials,Unavailable,['steel'],
floatingse.member1.ballast_materials,Unavailable,"['slurry', 'seawater']",
floatingse.member1.gc.d,m,"[12.778314   12.778314   12.778314   12.778314   12.778314   12.778314
 12.54090055]",
floatingse.member1.gc.t,m,[0.04554698 0.05612291 0.06669884 0.06669884 0.06669884 0.06669884],
floatingse.member1.height,m,[35.],
floatingse.member1.outer_diameter,m,"[12.778314   12.778314   12.778314   12.778314   12.778314   12.778314
 12.54090055]",
floatingse.member1.wall_thickness,m,[0.04554698 0.05612291 0.06669884 0.06669884 0.06669884 0.06669884],
floatingse.member1.E,Pa,[2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11],
floatingse.member1.G,Pa,[7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10],
floatingse.member1.sigma_y,Pa,[3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08],
floatingse.member1.rho,kg/m**3,[7800. 7800. 7800. 7800. 7800. 7800.],
floatingse.member1.unit_cost,USD/kg,[0.7 0.7 0.7 0.7 0.7 0.7],
floatingse.member1.outfitting_factor,,[1. 1. 1. 1. 1. 1.],
floatingse.member1.s_full,m,[0.     0.05   0.1    0.1714 0.5    0.987  1.    ],
floatingse.member1.z_full,m,[ 0.     1.75   3.5    5.999 17.5   34.545 35.   ],
floatingse.member1.d_full,m,"[12.778314   12.778314   12.778314   12.778314   12.778314   12.778314
 12.54090055]",
floatingse.member1.t_full,m,[0.04554698 0.05612291 0.06669884 0.06669884 0.06669884 0.06669884],
floatingse.member1.E_full,Pa,[2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11],
floatingse.member1.G_full,Pa,[7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10],
floatingse.member1.rho_full,kg/m**3,[7800. 7800. 7800. 7800. 7800. 7800.],
floatingse.member1.sigma_y_full,Pa,[3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08],
floatingse.member1.unit_cost_full,USD/kg,[0.7 0.7 0.7 0.7 0.7 0.7],
floatingse.member1.outfitting_full,,[1. 1. 1. 1. 1. 1.],
floatingse.member1.grid_axial_joints,,[0.987  0.1    0.1714],
floatingse.member1.bulkhead_grid,,[0.   0.05 0.2  1.  ],
floatingse.member1.bulkhead_thickness,m,[0.05 0.05 0.05 0.05],
floatingse.member1.ring_stiffener_web_height,m,[0.],
floatingse.member1.ring_stiffener_web_thickness,m,[0.],
floatingse.member1.ring_stiffener_flange_width,m,[0.],
floatingse.member1.ring_stiffener_flange_thickness,m,[0.],
floatingse.member1.ring_stiffener_spacing,m,[0.],
floatingse.member1.axial_stiffener_web_height,m,[0.],
floatingse.member1.axial_stiffener_web_thickness,m,[0.],
floatingse.member1.axial_stiffener_flange_width,m,[0.],
floatingse.member1.axial_stiffener_flange_thickness,m,[0.],
floatingse.member1.axial_stiffener_spacing,rad,[0.],
floatingse.member1.ballast_grid,,"[[0.   0.05]
 [0.05 0.5 ]]",
floatingse.member1.ballast_density,kg/m**3,[5000. 1025.],
floatingse.member1.ballast_volume,m**3,[150.59322761   0.        ],
floatingse.member1.ballast_unit_cost,USD/kg,[1. 0.],
floatingse.member1.s_ghost1,,[0.],
floatingse.member1.s_ghost2,,[1.],
floatingse.member1.s_all,,"[ 0.00000000e+00  1.42857143e-03  4.92857143e-02  5.00000000e-02
  5.07142857e-02  1.00000000e-01  1.71400000e-01  1.99285714e-01
  2.00714286e-01  5.00000000e-01  9.87000000e-01  9.98571429e-01
  1.00000000e+00 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03
 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03 -9.99900000e+03]",
floatingse.member1.nodes_xyz,m,"[[-5.26684362e+01  1.89068785e-07 -2.00000000e+01]
 [-5.26684362e+01  1.89068785e-07 -1.99500000e+01]
 [-5.26684362e+01  1.89068785e-07 -1.82750000e+01]
 [-5.26684362e+01  1.89068785e-07 -1.82500000e+01]
 [-5.26684362e+01  1.89068785e-07 -1.82250000e+01]
 [-5.26684362e+01  1.89068785e-07 -1.65000000e+01]
 [-5.26684362e+01  1.89068785e-07 -1.40010000e+01]
 [-5.26684362e+01  1.89068785e-07 -1.30250000e+01]
 [-5.26684362e+01  1.89068785e-07 -1.29750000e+01]
 [-5.26684362e+01  1.89068785e-07 -2.50000000e+00]
 [-5.26684362e+01  1.89068785e-07  1.45450000e+01]
 [-5.26684362e+01  1.89068785e-07  1.49500000e+01]
 [-5.26684362e+01  1.89068785e-07  1.50000000e+01]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]
 [-9.99900000e+03 -9.99900000e+03 -9.99900000e+03]]",
floatingse.member1.env.z,m,[-20.    -18.25  -16.5   -14.001  -2.5    14.545  15.   ],
floatingse.member1.env.windLoads.U,m/s,"[ 0.          0.          0.          0.          0.         14.89937306
 14.95454826]",
floatingse.member1.env.d,m,"[12.778314   12.778314   12.778314   12.778314   12.778314   12.778314
 12.54090055]",
floatingse.member1.env.waveLoads.U,m/s,"[0.60994613 0.66001441 0.71419262 0.79935815 1.34248945 0.
 0.        ]",
floatingse.member1.env.waveLoads.A,m/s**2,"[0.40554546 0.43883522 0.47485763 0.53148311 0.89260423 0.
 0.        ]",
floatingse.member1.env.waveLoads.p,N/m**2,"[210250.67486701 193417.48169626 176646.42066443 152815.24829586
  45423.91322004      0.              0.        ]",
floatingse.member1.env.distLoads.windLoads_Px,N/m,"[   0.            0.            0.            0.            0.
 1233.92511525 1217.72171963]",
floatingse.member1.env.distLoads.windLoads_Py,N/m,[0. 0. 0. 0. 0. 0. 0.],
floatingse.member1.env.distLoads.windLoads_Pz,N/m,[0. 0. 0. 0. 0. 0. 0.],
floatingse.member1.env.distLoads.windLoads_qdyn,N/m**2,"[  0.           0.           0.           0.           0.
 135.96968203 136.97858954]",
floatingse.member1.env.distLoads.windLoads_z,m,[-20.    -18.25  -16.5   -14.001  -2.5    14.545  15.   ],
floatingse.member1.env.distLoads.windLoads_beta,deg,[0.],
